course_id,catalogue_id,course_name,course_name_short,department_name,course_description,units,grading_type,grade_requirement,prerequisites,corequisites,pre_co_requisites,misc_lab,GE_area,course_level,course_notes
116853,13,EE 277A - Embedded SoC Design,EE 277A,EE,"Embedded system design challenge and metrics. Processor and compiler technologies. Software and hardware architectures for embedded system design. The design of co-processors, parallel processors, graphics processors and MPSOC processors. Basic concept of high performance computing (HPC)",3 unit(s),Letter Graded,C-,EE 210,,,,,Upper,
116854,13,EE 286 - Mobile and Wireless Networking,EE 286,EE,"This course covers recent and upcoming networking topics on mobile and wireless scenarios and applications. The course focuses on mobile and wireless network standards including cellular (LTE), Wi-Fi, Bluetooth, and routing algorithms including DSDV, DSR, TORA, and AODV.",3 unit(s),Letter Graded,C-,EE 250,,,,,Upper,
116855,13,EE 98H - Honors Introduction to Circuit Analysis,EE 98H,EE,"A project and design based approach to the introduction of circuit laws and analysis methods such as nodal analysis, superposition, equivalent circuits and phasor analysis for circuits involving RLC and operational amplifiers.",3 unit(s),Letter Graded,C-,PHYS 51 (with a grade of \u201cB\u201d or better).,MATH 33A or MATH 33LA.,,,,Lower,
116856,13,EE 296A - ES-level and Physical-level Design,EE 296A,EE,"Electronic System Level (ESL) Description of Systems using SystemC/OpenCL, High Level Synthesis from ESL Languages, Physical design and verification, Floorplanning, Placement, Routing, Power Analysis, Signal Integrity Analysis, ESL simulations and automate physical design tasks",3 unit(s),Letter Graded,C-,Graduate Standing,,,,,Upper,
116857,13,EE 257 - Machine Learning for ElectricalEngineers,EE 257,EE,"Introduction to machine learning for electrical engineers. Course covers statistical models for data analysis, inference, and prediction. Case studies and projects related to applications in Electrical Engineering.",3 unit(s),Letter Graded,C-,,,,,,Upper,
116858,13,EE 273 - Logic Verification with UVM,EE 273,EE,EE273 covers non-design System Verilog and Universal Verification Methodology (UVM). It introduces logic verification methodologies and techniques. No prior object oriented programming is assumed. UVM is practiced on sample designs in lab projects with industrial simulation tools.,3 unit(s),Letter Graded,C-,,,,,,Upper,
116859,13,EE 110W - Circuits and Systems Workshop,EE 110W,EE,"Workshop designed to help all students excel in <a href=""preview_course_nopop.php?catoid=13&coid=116769"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=116769&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=116769&display_options[location]=tooltip&show"" id=""tt1870"" target=""_blank"">EE 110</a><span style=""display: none !important"">&#160;</span>. Students work in groups on challenging circuit analysis and systems problems to improve their understanding of concepts in <a href=""preview_course_nopop.php?catoid=13&coid=116769"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=116769&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=116769&display_options[location]=tooltip&show"" id=""tt8611"" target=""_blank"">EE 110</a><span style=""display: none !important"">&#160;</span> and lay the groundwork for success in future EE courses.",1 unit(s),Credit/No Credit,C-,EE 98 and MATH 33A or MATH 33LA (each with a \u201cC-\u201d or better).,EE 110 and EE 110L.,,,,Upper,
116860,13,EE 98W - Introduction to Circuit Analysis Workshop,EE 98W,EE,"Workshop designed to help all students excel in <a href=""preview_course_nopop.php?catoid=13&coid=116765"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=116765&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=116765&display_options[location]=tooltip&show"" id=""tt9589"" target=""_blank"">EE 98</a><span style=""display: none !important"">&#160;</span>. Students work in groups on challenging circuit analysis problems to help them understand EE 98 concepts more deeply and lay the groundwork for success in engineering courses.",1 unit(s),Credit/No Credit,C-,,EE 98 or EE 98H,,,,Lower,
116861,13,EE 225 - Introduction to Quantum Computing,EE 225,EE,"Hardware implementation and algorithms for quantum computing. Essential quantum mechanics including Bra-Ket notation, spins, Hilbert Space, Simple Harmonic Oscillator, Block Sphere, Tensor Product, Density Operator. Implementation of Qubits including electron spins in quantum dots and Josephson junction. Qubits such as topological insulator, trapped ion and defect centers. Quantum gates, logics, circuits, and representative quantum computing algorithms (Deutsch&#8217;s, Grove&#8217;s and Shor&#8217;s). Error correction. Quantum computing simulation and experiment through IBM Q Experience.",3 unit(s),Letter Graded,C-,Graduate standing or instructor approval.,,,,,Upper,
116862,13,EE 280 - Advanced Network Security,EE 280,EE,"Current topics in advanced network security topics related to IoT systems, blockchain, SDN (software-defined networks), wireless networks, and cloud computing. Machine/deep learning with applications in network security. Course blends theory and practice.",3 unit(s),Letter Graded,C-,EE 281 and EE 209 or instructor consent,,,,,Upper,
116863,13,EE 197 - Cooperative Education Project,EE 197,EE,"Part or full-time on-site paid work experience based on a pre-approved project assignment in area of student&#8217;s career objective. Oral presentations, written final report and evaluation by project supervisor. Approved technical elective.",3 unit(s),Letter Graded,C-,Instructor consent.,,,,,Upper,
116864,13,EE 129 - Introduction to Integrated Circuits Processing and Design,EE 129,EE,"Basic processes involved in fabrication of integrated circuits; semiconductor physics, material preparation, oxidation, diffusion; photolithographic, thin-film deposition and etching. Simple component layout and evaluation of device parameters.",3 unit(s),Letter Graded,C-,MATE 25 or MATE 153 with a grade of \u201cC-\u201d or better. Allowed Declared Majors: Any Engineering. Or Graduate/PBAC level.,,,,,Upper,
116865,13,EE 165 - Photovoltaic Fabrication/Testing Lab,EE 165,EE,"Laboratory course covering photovoltaic (solar cell) design, fabrication, and testing. TCAD simulation tools will be used in design. Fabrication processes will include cleaning, surface texturing, deposition, diffusion, metallization, photolithography, etching, and electrical testing.",1 unit(s),Letter Graded,C-,MATE 25 or MATE 153 with a grade of \u201cC-\u201d or better; or corequisite of MATE 129.,,,Lab 3 hours.,,Upper,
116866,13,EE 106 - Fundamentals of Mechatronics Engineering,EE 106,EE,"Foundational concepts in mechatronics including analog and digital electronics, sensors, actuators, microprocessors and microprocessor interfacing to electromechanical systems. Hands-on laboratory experiments with components and measurement equipment used in the design of mechatronic products.",4 unit(s),Letter Graded,C-,EE 98 and ME 30 (or CS 49C or EE 30 or CMPE 30 or their equivalents) (each with a grade of \u201cC-\u201d or better ). For IT majors: TECH 60 and MATH 71 or MATH 71X (each with a grade of \u2018C-\u2019 or better).,,,,,Upper,
116867,13,EE 169 - Microelectromechanical Systems Fabrication and Design,EE 169,EE,"Hands-on design, fabrication, and testing of micro electro-mechanical systems (MEMS). Processes including photolithography, etching, and metal deposition applied to MEMS. Design problems for MEMS transducer components. Introduction to MEMS simulation.",1 unit(s),Letter Graded,C-,MATE 25 or MATE 153 or MATE 129 / EE 129.,,,Lab 3 hours.,,Upper,
116868,13,EE 168 - Microfluid Fabrication and Design,EE 168,EE,"Hands-on design, fabrication, and testing of microfluidic devices. Processes including photolithography, soft lithography, and plasma bonding. Design problems for microfluidic devices. Introduction to microfluidics simulation.",1 unit(s),Letter Graded,C-,MATE 25 or MATE 153 or MATE 129 / EE 129.,,,,,Upper,
116869,13,ENED 184Y - Student Teaching II - Classroom Teaching,ENED 184Y,ENED,"Minimum of 75 periods of classroom teaching, laboratory or field teaching in appropriate subject, grades 7-12, plus related school activities and seminar. Course is repeatable for credit in the same term.",4 unit(s),Credit/No Credit,C-,ENED 353.,,,,,Upper,
116870,13,ENED 184Z - Student Teaching III - Classroom Teaching,ENED 184Z,ENED,"See <a href=""preview_course_nopop.php?catoid=13&coid=116869"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=116869&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=116869&display_options[location]=tooltip&show"" id=""tt2450"" target=""_blank"">ENED 184Y</a><span style=""display: none !important"">&#160;</span> for course description.",4 unit(s),Credit/No Credit,C-,,,,,,Upper,May be in a different subject/school and will be at a different grade level. Includes final summary project for student teaching.
116871,13,ENED 353 - Methods of Teaching English,ENED 353,ENED,Theory and practice of teaching literature and language arts to a diverse student population. Strategies for planning and implementing curricula appropriate to junior and senior high school.,4 unit(s),Letter Graded,C-,,,,,,Upper,
116872,13,ENED 365 - Seminar in English Education,ENED 365,ENED,Topics in English Education for middle and high school English teachers.,2 unit(s),Credit/No Credit,C-,Acceptance into the English Credential Program.,,,,,Upper,
116873,13,"ENGL 156 - Black Women Writers: Race, Culture and Resistance",ENGL 156,ENGL,Comparative analysis of the meaning and developmental stages of womanhood for women of African ancestry as depicted in the fiction of women of African ancestry. Emphasis on the role of race and culture in shaping contemporary conceptions of womanhood among Black women.,3 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,
116874,13,ENGL 122 - Topics in Comparative World Literature,ENGL 122,ENGL,"An exemplary theme as treated in various literatures from different national sites, e.g., war, love, freedom, colonialism, environmental disaster.",4 unit(s),Letter Graded,C-,,,,,,Upper,
116875,13,"EDCO 4FY - Personal, Academic and Career Exploration",EDCO 4FY,EDCO,This course explores the concepts and applications of personal decision-making. Introduction to life-span development concepts through the use of self-assessment instruments and procedures. Orientation to San Jose State University.,3 unit(s),Letter Graded,C-,,,,2 hours lecture/ 2 hours Lab,E: Human Understanding & Development.,Lower,
116876,13,ENGR 10 - Introduction to Engineering,ENGR 10,ENGR,"Introduction to engineering through hands-on design projects, case studies, and problem-solving using computers. Students also acquire non-technical skills, such as team skills and the ability to deal with ethical dilemmas.",3 unit(s),Letter Graded,C-,"Eligible for MATH 19 and Writing Enrollment Category W-I or W-II, or ENGL 1AF with a grade of CR, or ENGL 1A with a grade of C- or better. Engineering Majors Only",,,Lecture 2 hour/lab 3 hours.,E: Human Understanding & Development.,Lower,
116877,13,"GEOL 5 - Sustainability, Human Development, and the Earth",GEOL 5,GEOL,"Introductory course examining the role and interaction of the natural world on the physiological, social, and psychological development of human beings within the context of the environmental, social, and academic community system.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116878,13,"GERO 99 - Death, Dying and Religions",GERO 99,GERO,"Is death the end or the beginning? Learn how people integrate the physical, emotional, psychological, and spiritual dimensions of living and dying. Examine religious teachings and practices for making death personally meaningful, socially significant, or even politically powerful.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116879,13,PH 1 - Understanding Your Health,PH 1,PH,"(Formerly HS 1) Introductory course on the interdependence of the physiological, social and psychological factors influencing the healthy well-being of individuals throughout the life span. Emphasis is on identifying and utilizing both university and community resources to assist in personal and educational development.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116880,13,ENGL 92 - International Program Studies,ENGL 92,ENGL,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-12 unit(s),Mixed Grading,C-,,,,,,Lower,
116881,13,"HUM 99 - Death, Dying and Religions",HUM 99,HUM,"Is death the end or the beginning? Learn how people integrate the physical, emotional, psychological, and spiritual dimensions of living and dying. Examine religious teachings and practices for making death personally meaningful, socially significant, or even politically powerful.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116882,13,ENGL 101 - Introduction to Literary Criticism,ENGL 101,ENGL,"Study and application of various historical and contemporary approaches, including foundational twentieth\u2010century theory as well as contemporary approaches. Applications of critical models to various literary, visual, and digital texts.",4 unit(s),Letter Graded,C-,ENGL 100W.,,,,,Upper,
116883,13,ENGL 102 - History of the English Language,ENGL 102,ENGL,"Course traces the development of the English language&#8211;its sounds, word forms, grammatical structures, vocabulary, and punctuation&#8211;from its origins as a dialect of the Germanic-speaking peoples to its status as a world language today.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116884,13,ENGL 103 - Modern English,ENGL 103,ENGL,"The growth and structure of modern English, including its phonology, morphology, syntax and semantics. Attention to social and regional varieties, with implications for language development and literacy among native and nonnative speakers.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116885,13,ENGL 105 - Seminar in Advanced Composition,ENGL 105,ENGL,Advanced expository writing.,4 unit(s),Letter Graded,C-,Upper-division standing required. Prior completion of ENGL 100W is suggested but not required.,,,,,Upper,
116886,13,ENGL 106 - Editing for Writers,ENGL 106,ENGL,"Copy editing, substantive editing and reorganization of technical documents. Review of grammar and punctuation to ensure technical mastery and ability to justify editing decisions. Graphics editing, access aids and professional skills of an editor.",4 unit(s),Letter Graded,C-,ENGL 2 or A3 equivalent,,,,,Upper,
116887,13,ENGL 107 - Professional Technical Writing,ENGL 107,ENGL,"Survey of technical and professional writing. Students learn how to write and design persuasive documents that get real things done in the real world. Projects include resumes, instructions (video and print), presentations, user manuals, and augmented reality apps. Includes learning digital tools used to author and publish writing in the current tech landscape such as DITA, Augmented Reality (AR), SnagIt, Adobe Premiere, and Madcap Flare.",4 unit(s),Letter Graded,C-,ENGL 2 or A3 equivalent.,,,,,Upper,
116888,13,ENGL 108 - Gaming and Narrative,ENGL 108,ENGL,"Study of the relationship between literary narrative theory and games, especially plots that branch and fork to produce different stories with different endings in a wide variety of interactive narrative material, including print, film, and software.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,Complements ART/ CS 108 - Introduction to Game Studies  &nbsp;(programming & design).
116889,13,ENGL 112A - Children&#8217;s Literature,ENGL 112A,ENGL,"Study of literature for elementary and intermediate grades, representing a variety of cultures. Evaluation and selection of texts.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116890,13,ENGL 112B - Literature for Young Adults,ENGL 112B,ENGL,"Study of selected literary material, representing a variety of cultures, chosen to motivate secondary school readers.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116891,13,ENGL 113 - Gothic and Horror Fiction,ENGL 113,ENGL,"Study of the rise of the Gothic from the 19th Century into the 20th &amp; 21st\u2010 centuries. Texts may include novels, short stories, games, episodic television, movies, graphic novels, etc.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116892,13,ENGL 116 - Myth in Literature,ENGL 116,ENGL,"Relations between archetypes, artistic style and cultural context in masterworks, ancient through modern.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116893,13,KIN 69 - Stress Management: A Multidisciplinary Perspective,KIN 69,KIN,"The stress process and its relation to health, disease, lifestyle, and the sociocultural environment. Physiological, psychological, sociological, and environmental parameters of stress across the lifespan, emphasizing university resources and stress management strategies to enhance academic, personal, and social development.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116894,13,ENGL 125 - European Literature: Homer through Dante,ENGL 125,ENGL,"Classical and medieval literature in translation: Homer, Aeschylus, Sophocles, Euripides, Virgil and Dante.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116895,13,LING 22 - Language across the Lifespan,LING 22,LING,"Introduction to what is known about how people successfully learn second languages, with a focus on physiological, psychological, social-cultural and linguistic factors that affect second language acquisition, and on skills and strategies that promote language learning across the lifespan.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116896,13,ENGL 129 - Introduction to Career Writing,ENGL 129,ENGL,"Professional and workplace writing where students learn new writing skills and expand their professional portfolio. Content may include writing for social media, marketing copy, nonprofits, and website content. Students write to get published on topics such as food, music, movies, video games, fashion, high-tech, and science. Class projects may include feature articles, reviews, interviews, marketing plans, the English Department magazine, an in-class podcast series, instructional videos, and a weekly updated blog.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116897,13,ENGL 130 - Writing Fiction,ENGL 130,ENGL,Workshop in short stories or other short fiction. Beginning the novel in individual cases. May be repeated twice for credit.,4 unit(s),Letter Graded,C-,ENGL 71 (or equivalent) or instructor consent.,,,,,Upper,
116898,13,ENGL 131 - Writing Poetry,ENGL 131,ENGL,Workshop in verse forms. Study of traditional and contemporary models. May be repeated twice for credit.,4 unit(s),Letter Graded,C-,ENGL 71 (or equivalent) or instructor consent.,,,,,Upper,
116899,13,ENGL 133 - Reed Magazine,ENGL 133,ENGL,"Student-edited and managed literary magazine. Contents selected from local, national and international submissions. Students urged to work on the magazine for the two semesters required for publication. Open to all majors. May be repeated once for credit.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116900,13,ENGL 134 - Speech Writing,ENGL 134,ENGL,"Writing speeches for others. Study of audience, language, persuasion, devices, style.",3 unit(s),Letter Graded,C-,ENGL 129 or instructor consent.,,,,,Upper,
116901,13,ENGL 135 - Writing Nonfiction,ENGL 135,ENGL,Advanced creative writing workshop in literary nonfiction. Study of legacy and contemporary models.,4 unit(s),Letter Graded,C-,"ENGL 71, ENGL 100W, ENGL 105, ENGL 129 or instructor consent.",,,,,Upper,
116902,13,ENGL 139 - Visiting Authors,ENGL 139,ENGL,Study of works by contemporary writers participating in the Major Authors series and other programs sponsored by the Center for Literary Arts. Includes meetings with visiting authors and attending their various presentations.  Recommended for the Creative Writing Concentration.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116903,13,ENGL 140A - Old English,ENGL 140A,ENGL,"Introduction to the language, with short selections for translation.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116904,13,ENGL 141 - Medieval Literature,ENGL 141,ENGL,"Middle English and continental literature, including such forms as the lyric, allegory, narrative, romance and biblically-based drama.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116905,13,ENGL 142 - Chaucer,ENGL 142,ENGL,"Chaucer&#8217;s language and major poetic works. The Legend of Good Women, The Canterbury Tales and Troilus and Cressida.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116906,13,ENGL 144 - Shakespeare I,ENGL 144,ENGL,"Major plays such as Twelfth Night, Henry IV, Part I and Hamlet.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116907,13,ENGL 145 - Shakespeare and Performance,ENGL 145,ENGL,"Course examines in depth several of Shakespeare&#8217;s plays, specifically addressing issues of performance. We will discuss each play in the context of its original performance during Shakespeare&#8217;s time and its life on stage and screen in the ensuing centuries.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116908,13,ENGL 146 - Studies-Early Modern British Literature,ENGL 146,ENGL,"Offers students the opportunity to study the poetry, drama, and prose of the influential early modern period in England. The course is broadly construed, enabling individual professors to focus on topics relating to their particular areas of expertise and/or interests.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116909,13,ENGL 147 - Milton,ENGL 147,ENGL,"Study of Milton&#8217;s writings in prose and verse. Possible topics include religious upheaval, press censorship, civil war, bodily disability, and the colonization of Ireland and the Americas.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116910,13,ENGL 148 - British Literature: 1660-1800,ENGL 148,ENGL,"Study of selected authors from 1660\u20101800 with possible topics including the rise of Restoration comedy, the novel in English, the mock epic, and the beginnings of abolitionist literature.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116911,13,ENGL 149 - The Romantic Period,ENGL 149,ENGL,Romantic era literature (1775\u20101835) and its development in England and the British Empire.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116912,13,ENGL 150 - The Victorian Age,ENGL 150,ENGL,Victorian era literature (1835\u20101902) and its development in England and the British Empire.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116913,13,ENGL 151 - 20th and 21st Century Poetry,ENGL 151,ENGL,Intensive study of selected poets from the twentieth and twenty\u2010first centuries. Also developments in poetic craft and theory.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116914,13,ENGL 152 - Studies in British Drama before 1800,ENGL 152,ENGL,"Offers students the opportunity to study drama of the influential early modern poets in England. This course is broadly construed, enabling individual professors to focus on topics relating to their particular areas of expertise and/or interests.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,Offered only occasionally.
116915,13,ENGL 153 - Studies in the British Novel Before 1900,ENGL 153,ENGL,"Study of the origin, evolution, and spread of the British novel through the 18th and 19th centuries in a global context.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116916,13,ENGL 162 - Studies-American Literature Before 1865,ENGL 162,ENGL,"Examination of a polyvocal and multiethnic American literary tradition, with possible topics including indigenous oral expressions, assertions of national identity in the New Republic, narratives of bondage, and/or competing visions of Americanness.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116917,13,ENGL 163 - American Literature: 1865-1945,ENGL 163,ENGL,"Survey of American literature from the end of the Civil War to the end of World War II, with possible topics including textual manifestations of increasing urbanization and immigration, the results of emancipation and the legacies of slavery, and/or the rise of distinctive literary movements like Realism and Modernism.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116918,13,ENGL 165 - Topics in Ethnic American Literature,ENGL 165,ENGL,"Focused study of a topic in ethnic American Literature, such as African American, Asian American, Latino American, or ethnic autobiography. Topics change; check schedule of classes for current offering.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116919,13,ENGL 166 - American Literature Since 1945,ENGL 166,ENGL,"A survey sampling of selected authors, works, and trends in North American literature since 1945.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116920,13,ENGL 167 - Steinbeck,ENGL 167,ENGL,Major works of John Steinbeck. Use of Steinbeck Center for research.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116921,13,ENGL 168 - The American Novel,ENGL 168,ENGL,"Study of the evolution of the novel in the United States, as well as the forces\u2010\u2010political, intellectual, social, and cultural\u2010\u2010that shaped the genre.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116922,13,NUFS 9 - Introduction to Human Nutrition,NUFS 9,NUFS,"Principles and methodology of nutritional science; standards of nutrient intake; physiological functions and chemical classification of nutrients; nutrient needs throughout the lifespan; relationship between diet and disease; scientific, social, and psychological issues.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,Not open to majors.
116923,13,ENGL 176 - The Short Story,ENGL 176,ENGL,Analysis and interpretation of selected short stories from the nineteenth century to the present.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116924,13,ENGL 177 - Topics in Fiction Since 1900,ENGL 177,ENGL,Course will focus on different topics in modern fiction. Novels and short stories will be examined as works of art and as expressions of intellectual and social movements. May be repeated when course content changes.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116925,13,ENGL 180 - Individual Studies,ENGL 180,ENGL,By arrangement with instructor and department chair approval.,1-3 unit(s),Credit/No Credit,C-,Upper division standing.,,,,,Upper,
116926,13,ENGL 181 - Special Topics,ENGL 181,ENGL,Significant topics or themes in English or Comparative Studies.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116927,13,"ENGL 182 - Women, Gender, and Sexuality in Literature",ENGL 182,ENGL,"Representations of women, gender, and sexuality in literature, with special attention to the intersecting structures of race, ethnicity, and class.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116928,13,ENGL 183 - Major Authors,ENGL 183,ENGL,One major author&#8217;s works. Author changes each semester.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116929,13,ENGL 190 - Honors Colloquium,ENGL 190,ENGL,Selected topics.,4 unit(s),Letter Graded,C-,Admission to departmental honors program.,,,,,Upper,
116930,13,ENGL 192 - International Program Studies,ENGL 192,ENGL,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-12 unit(s),Mixed Grading,C-,,,,,,Upper,
116931,13,ENGL 199 - Writing Internship,ENGL 199,ENGL,"Internship at a local industry, publisher, arts or public agency. Discussion of experiences and problems in the internship. Study of professional practices and demands, including those of career preparation and development.",3 unit(s),Credit/No Credit,C-,3.0 GPA both overall and in English; no credit in English major.,,,,,Upper,
116932,13,ENGL 202 - Poetic Craft and Theory,ENGL 202,ENGL,"Poetry as a literary genre - its patterns and sub-types (such as the epic, lyric, pastoral, and elegy). Attention to the theories of poetics applied to practical criticism. Prior permission of graduate advisor may be repeatable once for credit.",4 unit(s),Letter Graded,C-,Classified standing or instructor consent.,,,,,Upper,
116933,13,PHIL 12 - Philosophy of the Person,PHIL 12,PHIL,"Philosophical issues concerning the origins, development and maturation of the self.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116934,13,PSYC 2Q - Identity Development and Prejudice,PSYC 2Q,PSYC,This seminar is designed to facilitate the transition to the university smoothly with a view to an increased understanding of one&#8217;s cultural identity; and exploring mechanisms and consequences of prejudice and discrimination in American cultural groups.,3 unit(s),Letter Graded,C-,First term freshmen only.,,,,E: Human Understanding & Development.,Lower,All courses with a \u2018Q\u2019 suffix are designated as First Year Experience courses.
116935,13,RECL 10 - Creating a Meaningful Life,RECL 10,RECL,"Study how a meaningful life relates to the freedom to pursue happiness. Examines personal, social, and cultural bases for a creative and successful lifestyle. Learn to recognize and foster creative potential for lifelong personal growth, meaningful rewards, and leisure enjoyment.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116936,13,"RELS 99 - Death, Dying and Religions",RELS 99,RELS,"Is death the end or the beginning? Learn how people integrate the physical, emotional, psychological, and spiritual dimensions of living and dying. Examine religious teachings and practices for making death personally meaningful, socially significant, or even politically powerful.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116937,13,"SCED 5 - Sustainability, Human Development, and the Earth",SCED 5,SCED,"Introductory course examining the role and interaction of the natural world on the physiological, social, and psychological development of human beings within the context of the environmental, social, and academic community system.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116938,13,SCI 2 - Success in Science,SCI 2,SCI,"Emphasis on development of study skills, time management, and personal growth needed to transition from high school to university. Orientation to SJSU policies and procedures; and degree and career options in science. Guest lecturers, peer advisors, and community building.",3 unit(s),Letter Graded,C-,,,,Lecture 2 hour/activity 2 hours.,E: Human Understanding & Development.,Lower,
116939,13,TA 48 - Voice & Movement for the Actor,TA 48,TA,"Course focuses on using voice &amp; movement to understand different stages of human life, in its biological and cultural configurations we bring to the stage. Voice and movement shapes, unites and differentiates our communications and expressions as performers.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116940,13,ENGL 232 - Seminar in Romanticism,ENGL 232,ENGL,Study of selected British writers from the late eighteenth and early nineteenth centuries. With prior permission of graduate advisor may be repeatable once for credit.,4 unit(s),Letter Graded,C-,Classified standing or instructor consent.,,,,GWAR: Graduation Writing Assessment Requirement.,Upper,This course satisfies graduate-level GWAR in this master\u2019s program.
116941,13,SOCI 57 - Community Involvement and Personal Growth,SOCI 57,SOCI,"Human development in community context, with an emphasis on civic responsibility. The influence of community engagement on individual physiological, social/cultural, and psychological well-being. Participation in a service-learning project in a multicultural organization.",3 unit(s),Letter Graded,C-,,,,,E: Human Understanding & Development.,Lower,
116942,13,ENGL 240 - Poet Writ Workshop,ENGL 240,ENGL,Poetics and poetry writing as preparation for thesis. Includes theory and practice of major trends in contemporary poetry. Intensive workshop experience. May be repeatable for credit for up to 12 units.,4 unit(s),Letter Graded,C-,Graduate standing and admission via portfolio acceptance to the Writing Focus.,,,,,Upper,
116943,13,ENGL 241 - Fic Writ Workshop,ENGL 241,ENGL,Fiction writing as preparation for thesis. Study of canonical and contemporary fiction and fiction produced by students. Intensive workshop experience. May be repeatable for credit for up to 12 units.,4 unit(s),Letter Graded,C-,,,,,,Upper,
